idx	Train_S	Test_S	All_S	Train_T	Test_T	All_T	Train_T_10	Test_T_10	All_T_10	Other1	Other2
650	0.9094286	0.906	0.9084	0.7728571	0.77933335	0.7748	[1.0, 1.0, 0.04, 1.0, 1.0, 1.0, 0.9915254, 1.0, 0.66076696, 0.06318682]	[1.0, 1.0, 0.04, 1.0, 1.0, 1.0, 0.9931507, 0.9935484, 0.65217394, 0.05147059]	[1.0, 1.0, 0.04, 1.0, 1.0, 1.0, 0.992, 0.998, 0.658, 0.06]	0.004958071	0.00028851
660	0.9111429	0.892	0.9054	0.76514286	0.77066666	0.7668	[1.0, 1.0, 0.017142856, 1.0, 1.0, 1.0, 1.0, 1.0, 0.54867256, 0.10714286]	[1.0, 1.0, 0.013333334, 1.0, 1.0, 1.0, 0.9931507, 1.0, 0.57763976, 0.066176474]	[1.0, 1.0, 0.016, 1.0, 1.0, 1.0, 0.998, 1.0, 0.558, 0.096]	0.004999359	0.00025005196
670	0.91	0.89133334	0.9044	0.768	0.77066666	0.7688	[1.0, 1.0, 0.0028571428, 1.0, 1.0, 1.0, 0.99717516, 1.0, 0.460177, 0.23351648]	[1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.9931507, 1.0, 0.51552796, 0.15441176]	[1.0, 1.0, 0.002, 1.0, 1.0, 1.0, 0.996, 1.0, 0.478, 0.212]	0.0051618293	0.00015350687
680	0.91314286	0.8986667	0.9088	0.75371426	0.7633333	0.7566	[1.0, 1.0, 0.0057142857, 1.0, 1.0, 1.0, 0.99435025, 1.0, 0.56047195, 0.0027472528]	[1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.9931507, 1.0, 0.57763976, 0.0]	[1.0, 1.0, 0.004, 1.0, 1.0, 1.0, 0.994, 1.0, 0.566, 0.002]	0.005287827	0.00020829355
690	0.91257143	0.912	0.9124	0.7702857	0.77533334	0.7718	[1.0, 1.0, 0.034285713, 1.0, 1.0, 1.0, 1.0, 0.9971014, 0.7020649, 0.0]	[1.0, 1.0, 0.013333334, 1.0, 1.0, 1.0, 0.9931507, 0.9741936, 0.70186335, 0.0]	[1.0, 1.0, 0.028, 1.0, 1.0, 1.0, 0.998, 0.99, 0.702, 0.0]	0.0053625265	0.00028556376
700	0.9168571	0.9166667	0.9168	0.77114284	0.778	0.7732	[1.0, 1.0, 0.037142858, 1.0, 1.0, 1.0, 0.99717516, 0.9971014, 0.6961652, 0.013736264]	[1.0, 1.0, 0.02, 1.0, 1.0, 1.0, 0.9931507, 0.9806452, 0.70186335, 0.014705882]	[1.0, 1.0, 0.032, 1.0, 1.0, 1.0, 0.996, 0.992, 0.698, 0.014]	0.0056302547	0.0002974451
710	0.9234286	0.91066664	0.9196	0.75885713	0.768	0.7616	[1.0, 1.0, 0.0028571428, 1.0, 1.0, 1.0, 0.9915254, 1.0, 0.58112097, 0.03846154]	[1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.9931507, 1.0, 0.60248446, 0.022058824]	[1.0, 1.0, 0.002, 1.0, 1.0, 1.0, 0.992, 1.0, 0.588, 0.034]	0.005723119	0.00020721601
720	0.9114286	0.894	0.9062	0.7502857	0.76133335	0.7536	[1.0, 1.0, 0.0028571428, 1.0, 1.0, 1.0, 1.0, 1.0, 0.51917404, 0.0054945056]	[1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.9931507, 1.0, 0.5590062, 0.0]	[1.0, 1.0, 0.002, 1.0, 1.0, 1.0, 0.998, 1.0, 0.532, 0.004]	0.005762348	0.00018626894
730	0.9185714	0.904	0.9142	0.762	0.76533335	0.763	[1.0, 1.0, 0.0028571428, 1.0, 1.0, 1.0, 0.99717516, 1.0, 0.54867256, 0.093406595]	[1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.9931507, 1.0, 0.5714286, 0.029411765]	[1.0, 1.0, 0.002, 1.0, 1.0, 1.0, 0.996, 1.0, 0.556, 0.076]	0.005953367	0.00020366418
740	0.92457145	0.92	0.9232	0.76714283	0.77466667	0.7694	[1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.7020649, 0.0]	[1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.9931507, 0.9935484, 0.68944097, 0.0]	[1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.998, 0.998, 0.698, 0.0]	0.0060292017	0.00023174565
750	0.93114287	0.928	0.9302	0.772	0.7786667	0.774	[1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.99717516, 0.9884058, 0.76696163, 0.0]	[1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.9931507, 0.9548387, 0.76397514, 0.0]	[1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.996, 0.978, 0.766, 0.0]	0.006238524	0.00026913034
760	0.93	0.92466664	0.9284	0.77	0.77466667	0.7714	[1.0, 1.0, 0.0028571428, 1.0, 1.0, 1.0, 1.0, 1.0, 0.6637168, 0.06043956]	[1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.9931507, 1.0, 0.6459627, 0.04411765]	[1.0, 1.0, 0.002, 1.0, 1.0, 1.0, 0.998, 1.0, 0.658, 0.056]	0.006474821	0.00023771147
770	0.92285717	0.9126667	0.9198	0.75885713	0.76666665	0.7612	[1.0, 1.0, 0.0028571428, 1.0, 1.0, 1.0, 1.0, 1.0, 0.6076696, 0.0054945056]	[1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.9931507, 1.0, 0.6086956, 0.0]	[1.0, 1.0, 0.002, 1.0, 1.0, 1.0, 0.998, 1.0, 0.608, 0.004]	0.0064415964	0.00022320636
780	0.92314285	0.90933335	0.919	0.7645714	0.77	0.7662	[1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.5339233, 0.13186814]	[1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.9931507, 1.0, 0.5714286, 0.080882356]	[1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.998, 1.0, 0.546, 0.118]	0.0066272267	0.00020240457
790	0.93057144	0.9253333	0.929	0.7662857	0.774	0.7686	[1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.6932153, 0.0]	[1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.9931507, 1.0, 0.67701864, 0.0]	[1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.998, 1.0, 0.688, 0.0]	0.0067175305	0.000167188
800	0.93942857	0.936	0.9384	0.7737143	0.7813333	0.776	[1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.9942029, 0.7758112, 0.0]	[1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.9931507, 0.9741936, 0.77018636, 0.0]	[1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.998, 0.988, 0.774, 0.0]	0.006882902	0.00030839117
810	0.9391429	0.93333334	0.9374	0.7754286	0.7813333	0.7772	[1.0, 1.0, 0.0028571428, 1.0, 1.0, 1.0, 1.0, 1.0, 0.7138643, 0.06593407]	[1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.9931507, 0.9935484, 0.70186335, 0.05882353]	[1.0, 1.0, 0.002, 1.0, 1.0, 1.0, 0.998, 0.998, 0.71, 0.064]	0.0071335756	0.00029319152
820	0.9382857	0.9293333	0.9356	0.7645714	0.772	0.7668	[1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.6696165, 0.0054945056]	[1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.9931507, 1.0, 0.6583851, 0.0]	[1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.998, 1.0, 0.666, 0.004]	0.007162337	0.0001984043
830	0.9285714	0.9173333	0.9252	0.75685716	0.766	0.7596	[1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.5781711, 0.016483517]	[1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.9931507, 1.0, 0.60248446, 0.0]	[1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.998, 1.0, 0.586, 0.012]	0.007202025	0.00017170608
840	0.9365714	0.928	0.934	0.7645714	0.7726667	0.767	[1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.67551625, 0.0]	[1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.9931507, 1.0, 0.66459626, 0.0]	[1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.998, 1.0, 0.672, 0.0]	0.0073638805	0.00018348242
850	0.9448571	0.94	0.9434	0.77257144	0.78	0.7748	[1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.7581121, 0.0]	[1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.9931507, 0.9935484, 0.73913044, 0.0]	[1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.998, 0.998, 0.752, 0.0]	0.007498145	0.00027081743
860	0.9497143	0.94533336	0.9484	0.776	0.782	0.7778	[1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.7817109, 0.010989011]	[1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.9931507, 0.9870968, 0.757764, 0.007352941]	[1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.998, 0.996, 0.774, 0.01]	0.007733091	0.00029730215
870	0.9457143	0.93733335	0.9432	0.76771426	0.7733333	0.7694	[1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.99717516, 1.0, 0.70501477, 0.0054945056]	[1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.9931507, 1.0, 0.6708075, 0.0]	[1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.996, 1.0, 0.694, 0.004]	0.0078394255	0.00017021107
880	0.9357143	0.928	0.9334	0.7648571	0.772	0.767	[1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.67551625, 0.0027472528]	[1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.9931507, 1.0, 0.6583851, 0.0]	[1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.998, 1.0, 0.67, 0.002]	0.007819753	0.0002106824
890	0.93942857	0.9306667	0.9368	0.7702857	0.7733333	0.7712	[1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.63126844, 0.09615385]	[1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.9931507, 1.0, 0.6273292, 0.05147059]	[1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.998, 1.0, 0.63, 0.084]	0.0080304	0.0002553675
900	0.9514286	0.94666666	0.95	0.774	0.7826667	0.7766	[1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.77286136, 0.0]	[1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.9931507, 0.9935484, 0.76397514, 0.0]	[1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.998, 0.998, 0.77, 0.0]	0.008060072	0.0002021715
910	0.95914286	0.95133334	0.9568	0.77828574	0.7866667	0.7808	[1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.81710917, 0.0]	[1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.9931507, 0.9806452, 0.8074534, 0.007352941]	[1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.998, 0.994, 0.814, 0.002]	0.008272729	0.00030713878
920	0.9514286	0.948	0.9504	0.7805714	0.78	0.7804	[1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.99717516, 1.0, 0.7345133, 0.10164835]	[1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.9931507, 1.0, 0.6956522, 0.04411765]	[1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.996, 1.0, 0.722, 0.086]	0.0085169105	0.0002837549
930	0.95	0.94666666	0.949	0.7705714	0.77533334	0.772	[1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.7345133, 0.0027472528]	[1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.9931507, 1.0, 0.68944097, 0.0]	[1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.998, 1.0, 0.72, 0.002]	0.0085309725	0.00023384043
940	0.9442857	0.936	0.9418	0.76714283	0.7726667	0.7688	[1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.63126844, 0.06593407]	[1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.9931507, 1.0, 0.6335404, 0.036764707]	[1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.998, 1.0, 0.632, 0.058]	0.008649346	0.00022189971
950	0.95514286	0.95	0.9536	0.772	0.7826667	0.7752	[1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.7522124, 0.0]	[1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.9931507, 1.0, 0.757764, 0.0]	[1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.998, 1.0, 0.754, 0.0]	0.008643539	0.00016750372
960	0.9597143	0.95533335	0.9584	0.77685714	0.786	0.7796	[1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.8023599, 0.0]	[1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.9931507, 0.9935484, 0.7950311, 0.0]	[1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.998, 0.998, 0.8, 0.0]	0.008832284	0.00032754173
970	0.95942855	0.954	0.9578	0.78657144	0.792	0.7882	[1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.99435025, 1.0, 0.7640118, 0.13461539]	[1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.9931507, 1.0, 0.757764, 0.10294118]	[1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.994, 1.0, 0.762, 0.126]	0.009126099	0.0003471414
980	0.9554286	0.954	0.955	0.7714286	0.7773333	0.7732	[1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.74336284, 0.0027472528]	[1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.9931507, 1.0, 0.7080745, 0.0]	[1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.998, 1.0, 0.732, 0.002]	0.009165383	0.00019610627
990	0.9488571	0.944	0.9474	0.768	0.77466667	0.77	[1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.7079646, 0.0027472528]	[1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.67701864, 0.0]	[1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.698, 0.002]	0.00913506	0.00022155
1000	0.95514286	0.95133334	0.954	0.772	0.776	0.7732	[1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.74041295, 0.010989011]	[1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.9931507, 1.0, 0.6956522, 0.0]	[1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.998, 1.0, 0.726, 0.008]	0.009277383	0.0002535726
1010	0.96342856	0.9586667	0.962	0.77657145	0.7866667	0.7796	[1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.79941005, 0.0]	[1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.9935484, 0.7950311, 0.0]	[1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.998, 0.798, 0.0]	0.009316682	0.0002580136
1020	0.9657143	0.962	0.9646	0.78257143	0.79	0.7848	[1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.81710917, 0.041208792]	[1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.9931507, 0.9935484, 0.80124223, 0.036764707]	[1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.998, 0.998, 0.812, 0.04]	0.00959478	0.00033291196
1030	0.95914286	0.956	0.9582	0.77828574	0.7813333	0.7792	[1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.99717516, 1.0, 0.7463127, 0.06868132]	[1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.71428573, 0.029411765]	[1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.998, 1.0, 0.736, 0.058]	0.009755505	0.00026112283
1040	0.9582857	0.956	0.9576	0.7722857	0.78	0.7746	[1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.7522124, 0.0027472528]	[1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.72670805, 0.0]	[1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.744, 0.002]	0.00968338	0.00024301652
1050	0.9537143	0.948	0.952	0.77657145	0.7826667	0.7784	[1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.99717516, 1.0, 0.6666667, 0.12637363]	[1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.6583851, 0.11029412]	[1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.998, 1.0, 0.664, 0.122]	0.009897213	0.00026574777
1060	0.96657145	0.96066666	0.9648	0.7771429	0.788	0.7804	[1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.8053097, 0.0]	[1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.9935484, 0.8074534, 0.0]	[1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.998, 0.806, 0.0]	0.009747729	0.00019169459
1070	0.96885717	0.9633333	0.9672	0.78	0.78866667	0.7826	[1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.8259587, 0.008241759]	[1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.9935484, 0.8136646, 0.0]	[1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.998, 0.822, 0.006]	0.009993919	0.00034447876
1080	0.96485716	0.96	0.9634	0.7951428	0.7966667	0.7956	[1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.99435025, 1.0, 0.76106197, 0.21978022]	[1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.7453416, 0.16176471]	[1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.996, 1.0, 0.756, 0.204]	0.010292566	0.00033617043
1090	0.96685714	0.95933336	0.9646	0.7737143	0.786	0.7774	[1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.76696163, 0.0027472528]	[1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.7826087, 0.0]	[1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.772, 0.002]	0.010269664	0.00023834454
1100	0.95714283	0.95266664	0.9558	0.7705714	0.778	0.7728	[1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.99717516, 1.0, 0.6932153, 0.043956045]	[1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.67701864, 0.036764707]	[1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.998, 1.0, 0.688, 0.042]	0.010318134	0.00021042163
1110	0.9685714	0.96066666	0.9662	0.7754286	0.7873333	0.779	[1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.78466076, 0.0027472528]	[1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.7950311, 0.0]	[1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.788, 0.002]	0.010293499	0.00023046648
1120	0.97057146	0.9633333	0.9684	0.77742857	0.788	0.7806	[1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.8053097, 0.0027472528]	[1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.80124223, 0.0]	[1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.804, 0.002]	0.010433327	0.0002974947
1130	0.97171426	0.966	0.97	0.79228574	0.79733336	0.7938	[1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.8023599, 0.14835165]	[1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.80124223, 0.10294118]	[1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.802, 0.136]	0.010722061	0.00034895493
1140	0.96685714	0.96	0.9648	0.77485716	0.78333336	0.7774	[1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.76106197, 0.01923077]	[1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.7515528, 0.007352941]	[1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.758, 0.016]	0.010766333	0.00022311462
1150	0.96514285	0.95933336	0.9634	0.77342856	0.782	0.776	[1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.76106197, 0.0054945056]	[1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.7453416, 0.0]	[1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.756, 0.004]	0.010670758	0.0002269703
1160	0.9631429	0.95533335	0.9608	0.78514284	0.78933334	0.7864	[1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.72861356, 0.14835165]	[1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.6956522, 0.13970588]	[1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.718, 0.146]	0.010918105	0.00027115596
1170	0.9714286	0.9633333	0.969	0.78171426	0.78933334	0.784	[1.0, 1.0, 0.0, 1.0, 0.99714285, 1.0, 1.0, 1.0, 0.85545725, 0.0]	[1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.9935484, 0.8198758, 0.0]	[1.0, 1.0, 0.0, 1.0, 0.998, 1.0, 1.0, 0.998, 0.844, 0.0]	0.010752987	0.00025338214
1180	0.9742857	0.96933335	0.9728	0.79285717	0.794	0.7932	[1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.85545725, 0.104395606]	[1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.8198758, 0.04411765]	[1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.844, 0.088]	0.011014204	0.00036039623
1190	0.9702857	0.96066666	0.9674	0.7934286	0.79466665	0.7938	[1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.99435025, 1.0, 0.76696163, 0.1978022]	[1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.7515528, 0.13235295]	[1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.996, 1.0, 0.762, 0.18]	0.011226855	0.0003002598
1200	0.9711428	0.964	0.969	0.77685714	0.7866667	0.7798	[1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.7905605, 0.010989011]	[1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.78881985, 0.0]	[1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.79, 0.008]	0.0111480905	0.00025713677
1210	0.96257144	0.9546667	0.9602	0.7814286	0.794	0.7852	[1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.99435025, 1.0, 0.69911504, 0.1456044]	[1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.67701864, 0.21323529]	[1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.996, 1.0, 0.692, 0.164]	0.011316563	0.00023176661
1220	0.9728571	0.96533334	0.9706	0.7814286	0.78933334	0.7838	[1.0, 1.0, 0.0, 1.0, 0.99714285, 1.0, 1.0, 1.0, 0.8495575, 0.0027472528]	[1.0, 1.0, 0.0, 1.0, 0.99333334, 1.0, 1.0, 1.0, 0.8198758, 0.0]	[1.0, 1.0, 0.0, 1.0, 0.996, 1.0, 1.0, 1.0, 0.84, 0.002]	0.01114554	0.00023606187
1230	0.97485715	0.96666664	0.9724	0.78485715	0.79066664	0.7866	[1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.8318584, 0.04945055]	[1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.8136646, 0.014705882]	[1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.826, 0.04]	0.011300233	0.0003418955
1240	0.9745714	0.96666664	0.9722	0.80971426	0.8146667	0.8112	[1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.99435025, 1.0, 0.7905605, 0.33241758]	[1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.7826087, 0.31617647]	[1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.996, 1.0, 0.788, 0.328]	0.011601446	0.0003533843
1250	0.97342855	0.96466666	0.9708	0.7771429	0.7866667	0.78	[1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.7905605, 0.013736264]	[1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.78881985, 0.0]	[1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.79, 0.01]	0.011533964	0.000238067
1260	0.9671429	0.96133333	0.9654	0.77428573	0.7826667	0.7768	[1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.7581121, 0.016483517]	[1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.73913044, 0.014705882]	[1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.752, 0.016]	0.011458297	0.00020455476
1270	0.97314286	0.96466666	0.9706	0.7822857	0.7926667	0.7854	[1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.7758112, 0.07692308]	[1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.7763975, 0.080882356]	[1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.776, 0.078]	0.011583933	0.0002706158
1280	0.976	0.968	0.9736	0.7822857	0.79	0.7846	[1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.85545725, 0.0027472528]	[1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.8198758, 0.0]	[1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.844, 0.002]	0.011536363	0.00028599286
1290	0.97828573	0.9686667	0.9754	0.80971426	0.8106667	0.81	[1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.8466077, 0.2747253]	[1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.8198758, 0.22794117]	[1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.838, 0.262]	0.011793141	0.00036858767
1300	0.9745714	0.96533334	0.9718	0.78514284	0.7953333	0.7882	[1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.99717516, 1.0, 0.77286136, 0.10989011]	[1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.76397514, 0.125]	[1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.998, 1.0, 0.77, 0.114]	0.011869784	0.0002680854
